ID_Prestamo,Edad,Rango_Edad,Genero,Estado_Civil,Trabajo,Empleo_Desde,Vivienda,Propiedad,Status_Cuenta,Cuenta_Ahorro,Historial_Crediticio,Proposito,Monto_Credito,Duracion_Meses,Tasa_Cuota,Cuota_Mensual,Score_Cliente,Categoria_Score,Rango_Monto,Creditos_Existentes,Personas_Dependientes,Otros_Deudores,Otros_Planes_Cuota,Telefono,Extranjero,Riesgo,Fecha_Solicitud,Anio,Mes,Nombre_Mes,Trimestre,Dia_Semana
186,31,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,1360,15,4,90.67,541,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-01-25,2024,1,January,1,Thursday
187,74,50+ (Senior),Femenino,Casado/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Todos créditos pagados en este banco,Auto (Usado),5129,9,2,569.89,604,Riesgo Medio (601-700),Grande (5K-10K),1,2,Ninguno,Banco,Sí,Sí,Bad,2023-07-13,2023,7,July,3,Thursday
188,68,50+ (Senior),Masculino,Soltero/a,Desempleado / No calificado - No residente,Desempleado,Gratuita,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),1175,16,2,73.44,427,Muy Alto Riesgo (300-500),Pequeño (1K-3K),3,1,Ninguno,Ninguno,Sí,Sí,Good,2023-07-18,2023,7,July,3,Tuesday
189,20,18-25 (Joven),Masculino,Casado/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),100 - 500 DM,Créditos existentes pagados puntualmente,Radio/Televisión,674,12,4,56.17,614,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-06-01,2025,6,June,2,Sunday
190,33,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Sin créditos / todos pagados,Muebles/Equipamiento,3244,18,1,180.22,644,Riesgo Medio (601-700),Mediano (3K-5K),2,1,Ninguno,Banco,Sí,Sí,Good,2024-12-26,2024,12,December,4,Thursday
191,54,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,>= 1000 DM,Créditos existentes pagados puntualmente,Negocio,4591,24,2,191.29,596,Alto Riesgo (501-600),Mediano (3K-5K),3,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-05-17,2025,5,May,2,Saturday
192,34,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,4 - 7 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),100 - 500 DM,Sin créditos / todos pagados,Negocio,3844,48,4,80.08,705,Bajo Riesgo (701-850),Mediano (3K-5K),1,2,Ninguno,Ninguno,No,Sí,Bad,2025-04-21,2025,4,April,2,Monday
193,36,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Negocio,3915,27,4,145.0,656,Riesgo Medio (601-700),Mediano (3K-5K),1,2,Ninguno,Ninguno,Sí,Sí,Bad,2025-08-14,2025,8,August,3,Thursday
194,29,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,4 - 7 años,Alquiler,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2108,6,2,351.33,522,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-04-21,2023,4,April,2,Friday
195,21,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Alquiler,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Radio/Televisión,3031,45,4,67.36,645,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Garante,Ninguno,No,Sí,Bad,2023-07-21,2023,7,July,3,Friday
196,34,26-35 (Adulto Joven),Femenino,Casado/a,Alta gerencia / Autónomo,>= 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Educación,1501,9,2,166.78,581,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Bad,2023-05-05,2023,5,May,2,Friday
197,28,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,1382,6,1,230.33,463,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-04-04,2025,4,April,2,Friday
198,27,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,951,12,4,79.25,614,Riesgo Medio (601-700),Micro (<1K),4,1,Ninguno,Banco,No,Sí,Bad,2024-11-25,2024,11,November,4,Monday
199,36,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Usado),2760,24,4,115.0,631,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Banco,Sí,Sí,Good,2023-08-12,2023,8,August,3,Saturday
200,40,36-50 (Adulto),Masculino,Divorciado/a,Alta gerencia / Autónomo,>= 7 años,Propia,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Retraso en pagos pasados,Muebles/Equipamiento,4297,18,4,238.72,535,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2024-05-24,2024,5,May,2,Friday
201,52,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,500 - 1000 DM,Cuenta crítica / créditos en otros bancos,Educación,936,9,4,104.0,570,Alto Riesgo (501-600),Micro (<1K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2024-01-28,2024,1,January,1,Sunday
202,27,26-35 (Adulto Joven),Masculino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1168,12,4,97.33,636,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-01-25,2024,1,January,1,Thursday
203,26,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,Negocio,5117,27,3,189.52,572,Alto Riesgo (501-600),Grande (5K-10K),2,1,Ninguno,Ninguno,No,Sí,Good,2025-07-07,2025,7,July,3,Monday
204,21,18-25 (Joven),Masculino,Casado/a,Empleado calificado,4 - 7 años,Alquiler,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Recapacitación,902,12,4,75.17,631,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-10-15,2023,10,October,4,Sunday
205,38,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),1495,12,4,124.58,488,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,2,Ninguno,Ninguno,No,Sí,Good,2025-05-14,2025,5,May,2,Wednesday
206,38,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),10623,30,3,354.1,391,Muy Alto Riesgo (300-500),Muy Grande (>10K),3,2,Ninguno,Ninguno,Sí,Sí,Good,2024-01-11,2024,1,January,1,Thursday
207,43,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,1935,12,4,161.25,545,Alto Riesgo (501-600),Pequeño (1K-3K),3,1,Ninguno,Ninguno,Sí,Sí,Good,2024-07-24,2024,7,July,3,Wednesday
208,26,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Electrodomésticos,1424,12,4,118.67,565,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-08-05,2025,8,August,3,Tuesday
209,21,18-25 (Joven),Masculino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Negocio,6568,24,2,273.67,575,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Tiendas,No,Sí,Good,2024-05-26,2024,5,May,2,Sunday
210,55,50+ (Senior),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,>= 1000 DM,Créditos existentes pagados puntualmente,Auto (Usado),1413,12,3,117.75,745,Bajo Riesgo (701-850),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,No,Good,2023-06-04,2023,6,June,2,Sunday
211,33,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,3074,9,1,341.56,477,Muy Alto Riesgo (300-500),Mediano (3K-5K),2,2,Ninguno,Ninguno,No,Sí,Good,2025-06-26,2025,6,June,2,Thursday
212,45,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Radio/Televisión,3835,36,2,106.53,684,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2023-07-20,2023,7,July,3,Thursday
213,50,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,Desempleado,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Sin créditos / todos pagados,Negocio,5293,27,2,196.04,588,Alto Riesgo (501-600),Grande (5K-10K),2,1,Ninguno,Tiendas,Sí,Sí,Bad,2023-04-14,2023,4,April,2,Friday
214,66,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Propia,Bienes raíces,>= 200 DM (Buen balance),< 100 DM,Retraso en pagos pasados,Negocio,1908,30,4,63.6,699,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2023-01-31,2023,1,January,1,Tuesday
215,51,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,3342,36,4,92.83,550,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2023-07-11,2023,7,July,3,Tuesday
216,39,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Recapacitación,932,6,1,155.33,572,Alto Riesgo (501-600),Micro (<1K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-04-29,2024,4,April,2,Monday
217,31,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Sin créditos / todos pagados,Negocio,3104,18,3,172.44,626,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Ninguno,Banco,Sí,Sí,Good,2023-12-07,2023,12,December,4,Thursday
218,23,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,3913,36,2,108.69,692,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-04-12,2025,4,April,2,Saturday
219,24,18-25 (Joven),Masculino,Divorciado/a,No calificado - Residente,1 - 4 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,3021,24,2,125.88,535,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-09-21,2025,9,September,3,Sunday
220,64,50+ (Senior),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1364,10,2,136.4,612,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-09-12,2025,9,September,3,Friday
221,26,26-35 (Adulto Joven),Masculino,Casado/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,625,12,4,52.08,719,Bajo Riesgo (701-850),Micro (<1K),1,1,Garante,Banco,No,Sí,Good,2024-03-13,2024,3,March,1,Wednesday
222,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Seguro de vida / Ahorro,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Educación,1200,12,4,100.0,523,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Banco,Sí,Sí,Good,2025-04-01,2025,4,April,2,Tuesday
223,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,707,12,4,58.92,660,Riesgo Medio (601-700),Micro (<1K),2,1,Ninguno,Banco,No,Sí,Good,2023-05-01,2023,5,May,2,Monday
224,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Retraso en pagos pasados,Negocio,2978,24,4,124.08,471,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,2,Ninguno,Ninguno,Sí,Sí,Good,2023-12-04,2023,12,December,4,Monday
225,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Auto (Usado),4657,15,3,310.47,565,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-02-15,2025,2,February,1,Saturday
226,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Sin créditos / todos pagados,Reparaciones,2613,36,4,72.58,712,Bajo Riesgo (701-850),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2023-01-05,2023,1,January,1,Thursday
227,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Sin propiedad conocida,0 - 200 DM (Bajo balance),>= 1000 DM,Créditos existentes pagados puntualmente,Radio/Televisión,10961,48,1,228.35,641,Riesgo Medio (601-700),Muy Grande (>10K),2,1,Co-solicitante,Banco,Sí,Sí,Bad,2025-03-10,2025,3,March,1,Monday
228,53,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,7865,12,4,655.42,477,Muy Alto Riesgo (300-500),Grande (5K-10K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2024-06-27,2024,6,June,2,Thursday
229,22,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1478,9,4,164.22,608,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-07-20,2025,7,July,3,Sunday
230,22,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,3149,24,4,131.21,520,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Banco,No,Sí,Good,2024-08-07,2024,8,August,3,Wednesday
231,26,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,4210,36,4,116.94,678,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-05-16,2025,5,May,2,Friday
232,51,50+ (Senior),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,500 - 1000 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),2507,9,2,278.56,566,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-09-23,2025,9,September,3,Tuesday
233,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Sin propiedad conocida,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2141,12,3,178.42,631,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-11-14,2023,11,November,4,Tuesday
234,25,18-25 (Joven),Masculino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,866,18,4,48.11,660,Riesgo Medio (601-700),Micro (<1K),1,1,Garante,Ninguno,No,Sí,Good,2024-01-24,2024,1,January,1,Wednesday
235,42,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,1544,4,2,386.0,544,Alto Riesgo (501-600),Pequeño (1K-3K),3,2,Ninguno,Ninguno,No,Sí,Good,2024-08-30,2024,8,August,3,Friday
236,30,26-35 (Adulto Joven),Masculino,Soltero/a,Alta gerencia / Autónomo,Desempleado,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1823,24,4,75.96,569,Alto Riesgo (501-600),Pequeño (1K-3K),1,2,Ninguno,Tiendas,No,Sí,Bad,2024-03-21,2024,3,March,1,Thursday
237,23,18-25 (Joven),Masculino,Soltero/a,Desempleado / No calificado - No residente,Desempleado,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Nuevo),14555,6,1,2425.83,459,Muy Alto Riesgo (300-500),Muy Grande (>10K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2023-04-30,2023,4,April,2,Sunday
238,61,50+ (Senior),Masculino,Divorciado/a,No calificado - Residente,>= 7 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Negocio,2767,21,4,131.76,655,Riesgo Medio (601-700),Pequeño (1K-3K),2,1,Ninguno,Banco,No,Sí,Bad,2023-05-05,2023,5,May,2,Friday
239,35,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,1291,12,4,107.58,500,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-10-04,2024,10,October,4,Friday
240,39,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2522,30,1,84.07,685,Riesgo Medio (601-700),Pequeño (1K-3K),1,2,Garante,Ninguno,No,Sí,Good,2023-04-28,2023,4,April,2,Friday
241,29,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Nuevo),915,24,4,38.12,636,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Banco,No,Sí,Bad,2023-04-13,2023,4,April,2,Thursday
242,51,50+ (Senior),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1595,6,3,265.83,596,Alto Riesgo (501-600),Pequeño (1K-3K),1,2,Ninguno,Ninguno,No,Sí,Good,2025-09-03,2025,9,September,3,Wednesday
243,24,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Sin créditos / todos pagados,Auto (Usado),4605,48,3,95.94,655,Riesgo Medio (601-700),Mediano (3K-5K),2,2,Ninguno,Ninguno,No,Sí,Bad,2025-10-26,2025,10,October,4,Sunday
244,27,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Negocio,1185,12,3,98.75,545,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2025-12-23,2025,12,December,4,Tuesday
245,35,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,500 - 1000 DM,Todos créditos pagados en este banco,Recapacitación,3447,12,4,287.25,563,Alto Riesgo (501-600),Mediano (3K-5K),1,2,Ninguno,Ninguno,No,Sí,Good,2023-11-19,2023,11,November,4,Sunday
246,25,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Negocio,1258,24,4,52.42,649,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2023-04-27,2023,4,April,2,Thursday
247,52,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,717,12,4,59.75,545,Alto Riesgo (501-600),Micro (<1K),3,1,Ninguno,Ninguno,No,Sí,Good,2025-11-06,2025,11,November,4,Thursday
248,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Alquiler,Sin propiedad conocida,Sin cuenta corriente,100 - 500 DM,Sin créditos / todos pagados,Auto (Nuevo),1204,6,4,200.67,590,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Banco,No,No,Good,2023-06-14,2023,6,June,2,Wednesday
249,26,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1925,24,2,80.21,782,Bajo Riesgo (701-850),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-01-16,2024,1,January,1,Tuesday
250,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,Desempleado,Alquiler,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,433,18,3,24.06,542,Alto Riesgo (501-600),Micro (<1K),1,1,Co-solicitante,Ninguno,No,Sí,Bad,2023-05-21,2023,5,May,2,Sunday
251,39,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),>= 1000 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),666,6,3,111.0,482,Muy Alto Riesgo (300-500),Micro (<1K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2023-05-20,2023,5,May,2,Saturday
252,46,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Auto u otros bienes,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,2251,12,1,187.58,727,Bajo Riesgo (701-850),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-04-26,2024,4,April,2,Friday
253,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),2150,30,4,71.67,743,Bajo Riesgo (701-850),Pequeño (1K-3K),1,1,Garante,Banco,No,Sí,Bad,2025-04-06,2025,4,April,2,Sunday
254,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,100 - 500 DM,Retraso en pagos pasados,Muebles/Equipamiento,4151,24,2,172.96,550,Alto Riesgo (501-600),Mediano (3K-5K),2,1,Ninguno,Ninguno,No,Sí,Good,2023-09-03,2023,9,September,3,Sunday
255,24,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Muebles/Equipamiento,2030,9,2,225.56,594,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-05-19,2024,5,May,2,Sunday
256,27,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,Radio/Televisión,7418,60,1,123.63,545,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-03-23,2023,3,March,1,Thursday
257,35,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,2684,24,4,111.83,528,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2023-06-17,2023,6,June,2,Saturday
258,29,26-35 (Adulto Joven),Masculino,Divorciado/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,Radio/Televisión,2149,12,4,179.08,528,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-05-08,2025,5,May,2,Thursday
