ID_Prestamo,ID_Cliente,ID_Proposito,ID_Tiempo,Monto,Duracion,Tasa,Cuota_Mensual,Creditos_Existentes,Score_Cliente,Estado_Riesgo
510,1510,5,621,8588,39,4,220.21,1,595,Good
511,1511,4,271,759,12,4,63.25,1,648,Bad
512,1512,5,349,4686,36,2,130.17,1,548,Good
513,1513,6,553,2687,15,2,179.13,1,672,Good
514,1514,1,617,585,12,4,48.75,2,522,Good
515,1515,4,36,2255,24,4,93.96,1,592,Good
516,1516,4,493,609,6,4,101.5,2,542,Good
517,1517,4,436,1361,6,2,226.83,1,455,Good
518,1518,3,511,7127,36,2,197.97,2,390,Bad
519,1519,4,211,1203,6,3,200.5,1,632,Good
520,1520,1,595,700,6,4,116.67,2,522,Good
521,1521,8,159,5507,24,3,229.46,2,389,Good
522,1522,1,672,3190,18,2,177.22,1,606,Bad
523,1523,3,33,7119,48,3,148.31,2,550,Bad
524,1524,5,497,3488,24,3,145.33,1,647,Good
525,1525,1,33,1113,18,4,61.83,1,657,Good
526,1526,5,103,7966,26,2,306.38,2,535,Good
527,1527,2,542,1532,15,4,102.13,1,471,Good
528,1528,1,168,1503,4,2,375.75,2,481,Good
529,1529,1,588,2302,36,4,63.94,1,587,Bad
530,1530,4,228,662,6,3,110.33,1,562,Good
531,1531,2,59,2273,36,3,63.14,2,719,Good
532,1532,4,329,2631,15,2,175.4,2,560,Bad
533,1533,5,480,1503,12,4,125.25,1,478,Good
534,1534,1,424,1311,24,4,54.62,1,623,Good
535,1535,1,259,3105,24,4,129.38,2,560,Good
536,1536,2,577,2319,21,2,110.43,1,511,Bad
537,1537,4,423,1374,6,4,229.0,1,494,Good
538,1538,3,438,3612,18,3,200.67,1,558,Good
539,1539,4,480,7763,48,4,161.73,1,600,Bad
540,1540,3,357,3049,18,1,169.39,1,652,Good
541,1541,1,532,1534,12,1,127.83,1,605,Bad
542,1542,4,320,2032,24,4,84.67,2,496,Good
543,1543,3,102,6350,30,4,211.67,1,615,Bad
544,1544,3,600,2864,18,2,159.11,1,743,Bad
545,1545,4,22,1255,12,4,104.58,2,485,Good
546,1546,4,63,1333,24,4,55.54,2,376,Bad
547,1547,4,452,2022,24,4,84.25,1,537,Good
548,1548,1,277,1552,24,3,64.67,1,653,Good
549,1549,1,83,626,12,4,52.17,1,651,Bad
550,1550,5,49,8858,48,2,184.54,2,431,Good
551,1551,8,38,996,12,4,83.0,2,542,Good
552,1552,1,311,1750,6,2,291.67,1,635,Good
553,1553,1,249,6999,48,1,145.81,2,645,Bad
554,1554,4,24,1995,12,4,166.25,1,507,Good
555,1555,2,189,1199,9,4,133.22,2,680,Good
556,1556,1,296,1331,12,2,110.92,1,607,Bad
557,1557,4,156,2278,18,3,126.56,2,645,Bad
558,1558,4,603,5003,21,1,238.24,2,607,Bad
559,1559,3,142,3552,24,3,148.0,1,641,Bad
560,1560,3,268,1928,18,2,107.11,2,487,Bad
561,1561,5,592,2964,24,4,123.5,1,578,Good
562,1562,1,325,1546,24,4,64.42,1,682,Bad
563,1563,1,471,683,6,2,113.83,1,636,Good
564,1564,4,214,12389,36,1,344.14,1,550,Bad
565,1565,6,142,4712,24,4,196.33,2,596,Good
566,1566,1,208,1553,24,3,64.71,2,557,Good
567,1567,4,404,1372,12,2,114.33,1,548,Bad
568,1568,1,134,2578,24,2,107.42,1,499,Good
569,1569,1,31,3979,48,4,82.9,2,643,Good
570,1570,1,405,6758,48,3,140.79,1,579,Bad
571,1571,3,477,3234,24,4,134.75,1,520,Bad
572,1572,1,500,5954,30,3,198.47,1,560,Good
573,1573,5,247,5433,24,2,226.38,1,479,Good
574,1574,6,95,806,15,4,53.73,1,613,Good
575,1575,1,303,1082,9,4,120.22,2,714,Good
576,1576,3,125,2788,15,2,185.87,2,443,Good
577,1577,1,392,2930,12,2,244.17,1,647,Good
578,1578,2,150,1927,24,3,80.29,2,543,Good
579,1579,4,50,2820,36,4,78.33,2,485,Bad
580,1580,10,449,937,24,4,39.04,2,644,Good
581,1581,4,670,1056,18,3,58.67,2,610,Bad
582,1582,4,542,3124,12,1,260.33,2,457,Good
583,1583,3,473,1388,9,4,154.22,1,588,Good
584,1584,8,84,2384,36,4,66.22,1,678,Bad
585,1585,4,643,2133,12,4,177.75,1,595,Good
586,1586,3,444,2039,18,1,113.28,1,557,Bad
587,1587,4,17,2799,9,2,311.0,2,386,Good
588,1588,3,530,1289,12,4,107.42,1,594,Good
589,1589,7,624,1217,18,4,67.61,1,644,Bad
590,1590,3,130,2246,12,3,187.17,2,484,Bad
591,1591,1,548,385,12,4,32.08,4,522,Good
592,1592,4,465,1965,24,4,81.88,2,535,Good
593,1593,6,585,1572,21,4,74.86,1,694,Good
594,1594,4,190,2718,24,3,113.25,1,620,Bad
595,1595,9,552,1358,24,4,56.58,1,711,Bad
596,1596,4,222,931,6,1,155.17,1,624,Bad
597,1597,4,661,1442,24,4,60.08,2,591,Bad
598,1598,6,345,4241,24,1,176.71,3,660,Bad
599,1599,4,614,2775,18,2,154.17,2,496,Bad
600,1600,6,592,3863,24,1,160.96,1,471,Good
601,1601,1,553,2329,7,1,332.71,1,612,Good
602,1602,3,342,918,9,4,102.0,1,652,Bad
603,1603,2,417,1837,24,4,76.54,1,686,Bad
604,1604,3,308,3349,36,4,93.03,1,680,Bad
605,1605,3,107,1275,10,4,127.5,1,682,Good
606,1606,3,359,2828,24,4,117.83,1,666,Good
607,1607,6,573,4526,24,3,188.58,1,466,Good
608,1608,1,305,2671,36,4,74.19,1,582,Bad
609,1609,1,591,2051,18,4,113.94,1,526,Good
610,1610,5,480,1300,15,4,86.67,1,664,Good
611,1611,7,436,741,12,4,61.75,1,569,Bad
612,1612,4,35,1240,10,1,124.0,1,678,Bad
613,1613,1,629,3357,21,4,159.86,1,568,Good
614,1614,5,421,3632,24,1,151.33,1,536,Good
615,1615,3,228,1808,18,4,100.44,1,643,Bad
616,1616,6,620,12204,48,2,254.25,1,663,Good
617,1617,1,260,9157,60,2,152.62,1,503,Good
618,1618,4,458,3676,6,1,612.67,3,391,Good
619,1619,3,327,3441,30,2,114.7,1,624,Bad
620,1620,4,443,640,12,4,53.33,1,646,Good
621,1621,6,360,3652,21,2,173.9,2,526,Good
622,1622,4,354,1530,18,3,85.0,2,534,Bad
623,1623,6,15,3914,48,4,81.54,1,696,Bad
624,1624,3,654,1858,12,4,154.83,1,560,Good
625,1625,1,238,2600,18,4,144.44,2,577,Bad
626,1626,1,106,1979,15,4,131.93,1,634,Good
627,1627,3,302,2116,6,2,352.67,1,640,Good
628,1628,4,513,1437,9,2,159.67,1,686,Bad
629,1629,3,622,4042,42,4,96.24,2,521,Good
630,1630,2,300,3832,9,1,425.78,1,652,Good
631,1631,1,606,3660,24,2,152.5,1,539,Good
632,1632,3,625,1553,18,4,86.28,1,685,Bad
633,1633,1,568,1444,15,4,96.27,1,645,Good
634,1634,3,21,1980,9,2,220.0,2,527,Bad
635,1635,4,115,1355,24,3,56.46,1,619,Bad
636,1636,2,380,1393,12,4,116.08,3,600,Good
637,1637,1,273,1376,24,4,57.33,1,684,Good
638,1638,1,511,15653,60,2,260.88,2,512,Good
639,1639,1,304,1493,12,4,124.42,1,541,Good
640,1640,1,397,4370,42,3,104.05,2,481,Bad
641,1641,2,471,750,18,4,41.67,1,539,Bad
642,1642,8,603,1308,15,4,87.2,2,770,Good
643,1643,2,668,4623,15,3,308.2,1,572,Bad
644,1644,1,446,1851,24,4,77.12,2,494,Good
645,1645,1,539,1880,18,4,104.44,2,512,Good
646,1646,6,428,7980,36,4,221.67,2,411,Bad
647,1647,3,454,4583,30,2,152.77,2,549,Good
648,1648,4,576,1386,12,2,115.5,1,608,Bad
649,1649,4,346,947,24,4,39.46,1,683,Bad
650,1650,2,397,684,12,4,57.0,1,600,Bad
651,1651,2,319,7476,48,4,155.75,1,605,Good
652,1652,3,285,1922,12,4,160.17,1,683,Bad
653,1653,4,150,2303,24,4,95.96,1,651,Bad
654,1654,4,241,8086,36,2,224.61,4,536,Bad
655,1655,5,409,2346,24,4,97.75,2,617,Good
656,1656,4,148,3973,14,1,283.79,1,431,Good
657,1657,4,231,888,12,4,74.0,1,720,Bad
658,1658,1,239,10222,48,4,212.96,1,599,Good
659,1659,6,266,4221,30,2,140.7,2,695,Good
660,1660,3,615,6361,18,2,353.39,1,535,Good
661,1661,1,355,1297,12,3,108.08,1,672,Good
662,1662,4,663,900,12,4,75.0,1,603,Bad
663,1663,3,362,2241,21,4,106.71,2,649,Good
664,1664,3,123,1050,6,4,175.0,2,473,Good
665,1665,2,243,1047,6,2,174.5,1,558,Good
666,1666,9,383,6314,24,4,263.08,2,393,Good
667,1667,3,280,3496,30,4,116.53,1,662,Good
668,1668,6,463,3609,48,1,75.19,1,705,Good
669,1669,4,225,4843,12,3,403.58,2,360,Bad
670,1670,1,394,3017,30,4,100.57,1,682,Good
671,1671,6,18,4139,24,3,172.46,2,527,Good
672,1672,6,672,5742,36,2,159.5,2,567,Good
673,1673,4,157,10366,60,2,172.77,1,639,Good
674,1674,4,351,2080,6,1,346.67,1,448,Good
675,1675,6,55,2580,21,4,122.86,1,447,Bad
676,1676,1,66,4530,30,4,151.0,1,446,Good
677,1677,3,377,5150,24,4,214.58,1,466,Good
678,1678,1,156,5595,72,2,77.71,1,732,Bad
679,1679,1,625,2384,24,4,99.33,1,648,Good
680,1680,1,127,1453,18,3,80.72,1,648,Good
681,1681,2,17,1538,6,1,256.33,1,571,Good
682,1682,1,364,2279,12,4,189.92,1,516,Good
683,1683,1,598,1478,15,4,98.53,2,534,Good
684,1684,1,609,5103,24,3,212.62,3,384,Good
685,1685,6,560,9857,36,1,273.81,2,513,Good
686,1686,4,443,6527,60,4,108.78,1,571,Good
687,1687,1,230,1347,10,4,134.7,2,592,Good
688,1688,4,62,2862,36,4,79.5,1,558,Good
689,1689,1,321,2753,9,3,305.89,1,641,Good
690,1690,4,608,3651,12,1,304.25,1,573,Good
691,1691,3,141,975,15,2,65.0,2,489,Good
692,1692,8,79,2631,15,3,175.4,1,684,Good
693,1693,1,506,2896,24,2,120.67,1,587,Good
694,1694,4,626,4716,6,1,786.0,2,398,Good
695,1695,1,92,2284,24,4,95.17,1,677,Good
696,1696,5,64,1236,6,2,206.0,1,560,Good
697,1697,1,187,1103,12,4,91.92,2,709,Good
698,1698,4,185,926,12,1,77.17,1,412,Good
699,1699,1,395,1800,18,4,100.0,2,547,Good
700,1700,2,105,1905,15,4,127.0,1,694,Good
701,1701,3,313,1123,12,4,93.58,1,584,Bad
702,1702,5,147,6331,48,4,131.9,2,481,Bad
703,1703,1,527,1377,24,4,57.38,1,688,Good
704,1704,6,279,2503,30,4,83.43,2,587,Good
705,1705,6,662,2528,27,4,93.63,1,603,Good
706,1706,4,483,5324,15,1,354.93,1,578,Good
707,1707,4,572,6560,48,3,136.67,1,631,Bad
708,1708,3,563,2969,12,4,247.42,2,642,Bad
709,1709,1,385,1206,9,4,134.0,1,627,Good
710,1710,1,543,2118,9,2,235.33,1,670,Good
711,1711,1,396,629,18,4,34.94,2,566,Good
712,1712,2,74,1198,6,4,199.67,1,587,Bad
713,1713,5,121,2476,21,4,117.9,1,633,Good
714,1714,1,254,1138,9,4,126.44,2,481,Good
715,1715,4,258,14027,60,4,233.78,1,638,Bad
716,1716,5,335,7596,30,1,253.2,2,533,Good
717,1717,1,101,3077,30,3,102.57,2,563,Good
718,1718,1,196,1505,18,4,83.61,1,584,Good
719,1719,1,299,3148,24,3,131.17,2,569,Good
720,1720,5,218,6148,20,3,307.4,2,698,Good
721,1721,1,93,1337,9,4,148.56,2,719,Bad
722,1722,2,195,433,6,4,72.17,1,578,Bad
723,1723,4,6,1228,12,4,102.33,1,579,Bad
724,1724,1,517,790,9,4,87.78,1,702,Good
725,1725,4,572,2570,27,3,95.19,1,605,Bad
726,1726,4,599,250,6,2,41.67,2,514,Good
727,1727,1,375,1316,15,2,87.73,2,520,Good
728,1728,1,41,1882,18,4,104.56,2,590,Bad
729,1729,6,287,6416,48,4,133.67,1,653,Bad
730,1730,6,372,1275,24,2,53.12,2,586,Good
731,1731,1,362,6403,24,1,266.79,1,505,Good
732,1732,1,576,1987,24,2,82.79,1,550,Bad
733,1733,1,87,760,8,4,95.0,1,712,Good
734,1734,5,290,2603,24,2,108.46,1,518,Good
735,1735,4,335,3380,4,1,845.0,1,480,Good
736,1736,7,246,3990,36,3,110.83,1,654,Good
737,1737,5,538,11560,24,1,481.67,2,587,Bad
738,1738,4,143,4380,18,3,243.33,1,589,Good
739,1739,4,278,6761,6,1,1126.83,2,499,Good
740,1740,6,185,4280,30,4,142.67,2,680,Bad
741,1741,4,338,2325,24,2,96.88,1,604,Good
742,1742,1,175,1048,10,4,104.8,1,661,Good
743,1743,1,88,3160,21,4,150.48,1,631,Good
744,1744,3,73,2483,24,4,103.46,1,640,Good
745,1745,3,212,14179,39,4,363.56,2,475,Good
746,1746,6,398,1797,13,3,138.23,2,418,Good
747,1747,4,373,2511,15,1,167.4,1,485,Good
748,1748,4,557,1274,12,3,106.17,1,567,Bad
749,1749,5,153,5248,21,1,249.9,1,561,Good
750,1750,5,597,3029,15,2,201.93,1,587,Good
751,1751,3,395,428,6,2,71.33,1,632,Good
752,1752,4,508,976,18,1,54.22,1,549,Bad
753,1753,6,348,841,12,2,70.08,1,630,Good
754,1754,1,635,5771,30,4,192.37,2,541,Good
755,1755,8,628,1555,12,4,129.58,2,471,Bad
756,1756,4,555,1285,24,4,53.54,1,678,Bad
757,1757,4,99,1299,6,1,216.5,3,594,Good
758,1758,1,48,1271,15,3,84.73,2,555,Bad
759,1759,4,547,1393,24,2,58.04,1,614,Good
760,1760,4,417,691,12,4,57.58,2,561,Bad
761,1761,4,317,5045,15,1,336.33,1,482,Good
762,1762,3,31,2124,18,4,118.0,2,433,Bad
763,1763,1,113,2214,12,4,184.5,1,666,Good
764,1764,4,282,12680,21,4,603.81,1,407,Bad
765,1765,4,25,2463,24,4,102.62,2,574,Good
766,1766,1,343,1155,12,3,96.25,2,698,Good
767,1767,3,49,3108,30,2,103.6,1,558,Bad
768,1768,5,220,2901,10,1,290.1,1,563,Good
769,1769,3,600,3617,12,1,301.42,3,481,Good
770,1770,1,658,1655,12,2,137.92,2,584,Good
771,1771,5,562,2812,24,2,117.17,1,611,Good
772,1772,2,357,8065,36,3,224.03,2,423,Bad
773,1773,5,227,3275,21,1,155.95,1,548,Good
774,1774,1,553,2223,24,4,92.62,2,589,Good
775,1775,4,626,1480,12,2,123.33,3,468,Good
776,1776,4,112,1371,24,4,57.12,1,532,Bad
777,1777,4,599,3535,36,4,98.19,2,518,Good
778,1778,1,450,3509,18,4,194.94,1,602,Good
779,1779,5,517,5711,36,4,158.64,2,527,Good
780,1780,8,432,3872,18,2,215.11,1,568,Good
781,1781,1,415,4933,39,2,126.49,2,555,Bad
782,1782,4,129,1940,24,4,80.83,1,519,Good
783,1783,10,203,1410,12,2,117.5,1,701,Good
784,1784,4,426,836,12,4,69.67,1,668,Bad
785,1785,5,520,6468,20,1,323.4,1,566,Good
786,1786,6,630,1941,18,4,107.83,1,682,Good
787,1787,1,372,2675,22,3,121.59,1,675,Good
788,1788,5,506,2751,48,4,57.31,2,573,Good
789,1789,2,44,6224,48,4,129.67,1,537,Bad
790,1790,2,577,5998,40,4,149.95,1,420,Bad
791,1791,6,109,1188,21,2,56.57,1,732,Bad
792,1792,5,408,6313,24,3,263.04,1,626,Good
793,1793,3,320,1221,6,1,203.5,2,498,Good
794,1794,3,418,2892,24,3,120.5,1,641,Good
795,1795,3,145,3062,24,4,127.58,1,577,Good
796,1796,3,510,2301,9,2,255.67,1,541,Good
797,1797,5,652,7511,18,1,417.28,1,538,Bad
798,1798,3,3,1258,12,2,104.83,2,470,Good
799,1799,4,589,717,24,4,29.88,2,590,Good
800,1800,4,522,1549,9,4,172.11,1,620,Good
801,1801,2,66,1597,24,4,66.54,2,528,Good
802,1802,1,233,1795,18,3,99.72,2,544,Good
803,1803,3,657,4272,20,1,213.6,2,482,Good
804,1804,1,464,976,12,4,81.33,2,546,Good
805,1805,4,633,7472,12,1,622.67,1,466,Good
806,1806,4,562,9271,36,2,257.53,1,570,Bad
807,1807,1,62,590,6,3,98.33,1,656,Good
808,1808,1,251,930,12,4,77.5,4,545,Good
809,1809,5,339,9283,42,1,221.02,1,547,Good
810,1810,4,162,1778,15,2,118.53,2,593,Bad
811,1811,6,371,907,8,3,113.38,1,614,Good
812,1812,1,556,484,6,3,80.67,1,686,Good
813,1813,5,616,9629,36,4,267.47,2,503,Bad
814,1814,7,151,3051,48,3,63.56,1,625,Bad
815,1815,4,36,3931,48,4,81.9,1,610,Bad
816,1816,4,298,7432,36,2,206.44,1,445,Good
817,1817,7,199,1338,6,1,223.0,1,618,Good
818,1818,1,403,1554,6,1,259.0,2,466,Good
819,1819,9,18,15857,36,2,440.47,1,492,Good
820,1820,1,516,1345,18,4,74.72,1,651,Bad
821,1821,4,115,1101,12,3,91.75,2,624,Good
822,1822,1,278,3016,12,3,251.33,1,712,Good
823,1823,3,140,2712,36,2,75.33,1,728,Bad
824,1824,4,588,731,8,4,91.38,2,529,Good
825,1825,3,146,3780,18,3,210.0,2,446,Good
826,1826,4,191,1602,21,4,76.29,2,583,Good
827,1827,4,633,3966,18,1,220.33,3,487,Bad
828,1828,6,376,4165,18,2,231.39,2,604,Bad
829,1829,5,647,8335,36,3,231.53,1,527,Bad
830,1830,6,350,6681,48,4,139.19,1,491,Good
831,1831,6,525,2375,24,4,98.96,2,509,Good
832,1832,4,612,1216,18,4,67.56,1,522,Bad
833,1833,6,601,11816,45,2,262.58,2,569,Bad
834,1834,1,305,5084,24,2,211.83,1,636,Good
835,1835,1,580,2327,15,2,155.13,1,668,Bad
836,1836,4,179,1082,12,4,90.17,2,667,Bad
837,1837,1,488,886,12,4,73.83,1,686,Good
838,1838,3,237,601,4,1,150.25,1,510,Good
839,1839,5,646,2957,24,4,123.21,2,539,Good
840,1840,1,169,2611,24,4,108.79,2,523,Good
841,1841,3,85,5179,36,4,143.86,1,608,Bad
842,1842,5,354,2993,21,3,142.52,2,540,Good
843,1843,8,524,1943,18,4,107.94,1,546,Bad
844,1844,6,442,1559,24,4,64.96,1,691,Good
845,1845,3,645,3422,18,4,190.11,3,654,Good
846,1846,3,340,3976,21,2,189.33,1,684,Good
847,1847,4,6,6761,18,2,375.61,2,548,Bad
848,1848,4,362,1249,24,4,52.04,1,683,Good
849,1849,1,386,1364,9,3,151.56,1,590,Good
850,1850,1,623,709,12,4,59.08,1,644,Bad
851,1851,4,184,2235,20,4,111.75,2,411,Bad
852,1852,5,567,4042,24,3,168.42,2,493,Good
853,1853,1,615,1471,15,4,98.07,2,440,Good
854,1854,4,447,1442,18,4,80.11,2,635,Bad
855,1855,4,431,10875,36,2,302.08,2,572,Good
856,1856,4,478,1474,24,4,61.42,1,592,Good
857,1857,10,578,894,10,4,89.4,1,635,Good
858,1858,3,416,3343,15,4,222.87,1,414,Good
859,1859,4,234,3959,15,3,263.93,1,543,Bad
860,1860,4,297,3577,9,1,397.44,1,558,Good
861,1861,5,487,5804,24,4,241.83,2,466,Good
862,1862,6,290,2169,18,4,120.5,1,474,Bad
863,1863,1,519,2439,24,4,101.62,1,636,Bad
864,1864,3,53,4526,27,4,167.63,2,513,Good
865,1865,3,413,2210,10,2,221.0,1,521,Bad
866,1866,3,602,2221,15,2,148.07,1,558,Good
867,1867,1,484,2389,18,4,132.72,1,568,Good
868,1868,3,492,3331,12,2,277.58,1,510,Good
869,1869,6,188,7409,36,3,205.81,2,639,Good
870,1870,3,630,652,12,4,54.33,1,680,Good
871,1871,3,44,7678,36,2,213.28,2,504,Good
872,1872,4,156,1343,6,1,223.83,2,596,Good
873,1873,6,638,1382,24,4,57.58,2,478,Good
874,1874,7,430,874,15,4,58.27,1,588,Good
875,1875,3,123,3590,12,2,299.17,1,559,Good
876,1876,4,559,1322,11,4,120.18,2,583,Good
877,1877,1,122,1940,18,3,107.78,1,504,Good
878,1878,1,664,3595,36,4,99.86,1,686,Good
879,1879,4,580,1422,9,3,158.0,1,499,Bad
880,1880,1,20,6742,30,2,224.73,2,515,Good
881,1881,5,178,7814,24,3,325.58,1,675,Good
882,1882,5,518,9277,24,2,386.54,1,504,Good
883,1883,4,192,2181,30,4,72.7,2,585,Good
884,1884,1,93,1098,18,4,61.0,2,481,Good
885,1885,3,598,4057,24,3,169.04,1,690,Bad
886,1886,2,336,795,12,4,66.25,1,645,Bad
887,1887,6,440,2825,24,4,117.71,2,567,Good
888,1888,6,502,15672,48,2,326.5,1,609,Bad
889,1889,4,99,6614,36,4,183.72,2,547,Good
890,1890,5,425,7824,28,3,279.43,2,563,Good
891,1891,6,671,2442,27,4,90.44,4,564,Good
892,1892,1,482,1829,15,4,121.93,2,545,Good
893,1893,4,411,2171,12,4,180.92,2,502,Good
894,1894,5,621,5800,36,3,161.11,2,565,Good
895,1895,1,43,1169,18,4,64.94,2,561,Good
896,1896,5,83,8947,36,3,248.53,1,529,Good
897,1897,1,291,2606,21,4,124.1,1,514,Good
898,1898,3,370,1592,12,3,132.67,1,514,Good
899,1899,3,280,2186,15,1,145.73,1,626,Good
900,1900,3,111,4153,18,2,230.72,1,535,Bad
901,1901,4,549,2625,16,2,164.06,1,481,Bad
902,1902,4,120,3485,20,2,174.25,2,448,Good
903,1903,5,123,10477,36,2,291.03,2,440,Good
904,1904,1,565,1386,15,4,92.4,1,638,Good
905,1905,1,213,1278,24,4,53.25,1,685,Good
906,1906,1,388,1107,12,2,92.25,1,581,Good
907,1907,4,36,3763,21,2,179.19,1,569,Good
908,1908,2,56,3711,36,2,103.08,1,672,Good
909,1909,5,420,3594,15,1,239.6,2,479,Good
910,1910,4,67,3195,9,1,355.0,1,684,Good
911,1911,1,378,4454,36,4,123.72,2,510,Good
912,1912,3,461,4736,24,2,197.33,1,506,Bad
913,1913,1,476,2991,30,2,99.7,1,727,Good
914,1914,6,545,2142,11,1,194.73,1,697,Good
915,1915,6,180,3161,24,4,131.71,1,567,Bad
916,1916,9,306,18424,48,1,383.83,1,668,Bad
917,1917,5,668,2848,10,1,284.8,1,598,Good
918,1918,4,520,14896,6,1,2482.67,1,575,Bad
919,1919,3,226,2359,24,1,98.29,1,536,Bad
920,1920,3,216,3345,24,4,139.38,1,595,Bad
921,1921,3,220,1817,18,4,100.94,2,552,Good
922,1922,1,97,12749,48,4,265.6,1,479,Good
923,1923,1,486,1366,9,3,151.78,1,523,Bad
924,1924,4,301,2002,12,3,166.83,1,608,Good
925,1925,3,632,6872,24,2,286.33,1,585,Bad
926,1926,4,177,697,12,4,58.08,2,564,Bad
927,1927,3,288,1049,18,4,58.28,1,413,Good
928,1928,5,587,10297,48,4,214.52,3,531,Bad
929,1929,1,322,1867,30,4,62.23,1,726,Good
930,1930,4,585,1344,12,4,112.0,2,498,Good
931,1931,3,324,1747,24,4,72.79,1,573,Good
932,1932,1,14,1670,9,4,185.56,1,676,Bad
933,1933,4,592,1224,9,3,136.0,2,446,Good
934,1934,1,371,522,12,4,43.5,2,494,Good
935,1935,1,198,1498,12,4,124.83,1,603,Good
936,1936,1,92,1919,30,4,63.97,2,544,Bad
937,1937,1,561,745,9,3,82.78,1,699,Bad
938,1938,1,448,2063,6,4,343.83,1,571,Good
939,1939,2,387,6288,60,4,104.8,1,597,Bad
940,1940,5,537,6842,24,2,285.08,2,443,Good
941,1941,4,317,3527,12,2,293.92,1,511,Good
942,1942,4,580,1546,10,3,154.6,1,636,Good
943,1943,3,393,929,24,4,38.71,1,679,Good
944,1944,4,248,1455,4,2,363.75,3,477,Good
945,1945,3,490,1845,15,4,123.0,1,575,Good
946,1946,4,613,8358,48,1,174.12,2,627,Good
947,1947,3,132,3349,24,4,139.54,1,474,Bad
948,1948,4,294,2859,12,4,238.25,1,489,Good
949,1949,3,485,1533,18,4,85.17,1,608,Bad
950,1950,1,462,3621,24,2,150.88,2,657,Bad
951,1951,6,382,3590,18,3,199.44,3,452,Good
952,1952,6,381,2145,36,2,59.58,2,560,Bad
953,1953,5,27,4113,24,3,171.38,1,542,Bad
954,1954,3,499,10974,36,4,304.83,2,553,Bad
955,1955,4,352,1893,12,4,157.75,1,587,Good
956,1956,1,13,1231,24,4,51.29,2,533,Good
957,1957,1,58,3656,30,4,121.87,2,630,Good
958,1958,1,631,1154,9,2,128.22,3,583,Good
959,1959,4,368,4006,28,3,143.07,1,607,Bad
960,1960,3,284,3069,24,4,127.88,1,643,Good
961,1961,1,455,1740,6,2,290.0,2,479,Good
962,1962,4,270,2353,21,1,112.05,2,599,Good
963,1963,4,236,3556,15,3,237.07,1,585,Good
964,1964,1,318,2397,24,3,99.88,2,701,Bad
965,1965,8,170,454,6,3,75.67,1,647,Good
966,1966,1,118,1715,30,4,57.17,1,723,Good
967,1967,1,47,2520,27,4,93.33,2,539,Bad
968,1968,1,400,3568,15,4,237.87,1,634,Good
969,1969,1,560,7166,42,2,170.62,1,588,Good
970,1970,4,42,3939,11,1,358.09,2,397,Good
971,1971,8,469,1514,15,4,100.93,1,683,Good
972,1972,4,163,7393,24,1,308.04,1,559,Good
973,1973,4,110,1193,24,1,49.71,2,555,Bad
974,1974,6,381,7297,60,4,121.62,1,570,Bad
975,1975,1,423,2831,30,4,94.37,1,506,Good
976,1976,1,525,1258,24,3,52.42,1,673,Good
977,1977,1,221,753,6,2,125.5,1,636,Good
978,1978,6,250,2427,18,4,134.83,2,527,Good
979,1979,4,164,2538,24,4,105.75,2,512,Bad
980,1980,4,470,1264,15,2,84.27,1,682,Bad
981,1981,3,668,8386,30,2,279.53,1,543,Bad
982,1982,6,637,4844,48,3,100.92,1,542,Bad
983,1983,4,349,2923,21,1,139.19,1,670,Good
984,1984,5,209,8229,36,2,228.58,1,558,Bad
985,1985,3,326,2028,24,2,84.5,2,539,Good
986,1986,3,611,1433,15,4,95.53,2,425,Good
987,1987,6,381,6289,42,2,149.74,2,755,Good
988,1988,1,440,1409,13,2,108.38,1,566,Good
989,1989,5,143,6579,24,4,274.12,1,423,Good
990,1990,1,597,1743,24,4,72.62,2,600,Good
991,1991,2,94,3565,12,2,297.08,2,436,Good
992,1992,1,174,1569,15,4,104.6,1,638,Good
993,1993,1,279,1936,18,2,107.56,2,562,Good
994,1994,3,501,3959,36,4,109.97,1,499,Good
995,1995,4,470,2390,12,4,199.17,1,619,Good
996,1996,3,110,1736,12,3,144.67,1,621,Good
997,1997,5,498,3857,30,4,128.57,1,643,Good
998,1998,1,18,804,12,4,67.0,1,699,Good
999,1999,1,335,1845,45,4,41.0,1,542,Bad
1000,2000,5,152,4576,45,3,101.69,1,507,Good
