ID_Cliente,Edad,Rango_Edad,Genero,Estado_Civil,Trabajo,Empleo_Desde,Vivienda,Propiedad,Status_Cuenta,Cuenta_Ahorro,Historial_Crediticio,Telefono,Extranjero,Personas_Dependientes,Otros_Deudores,Otros_Planes_Cuota,Categoria_Score,Rango_Monto
1222,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Seguro de vida / Ahorro,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Banco,Alto Riesgo (501-600),Pequeño (1K-3K)
1223,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Micro (<1K)
1224,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Retraso en pagos pasados,Sí,Sí,2,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1225,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1226,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Sin créditos / todos pagados,No,Sí,1,Ninguno,Ninguno,Bajo Riesgo (701-850),Pequeño (1K-3K)
1227,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Sin propiedad conocida,0 - 200 DM (Bajo balance),>= 1000 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Co-solicitante,Banco,Riesgo Medio (601-700),Muy Grande (>10K)
1228,53,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Grande (5K-10K)
1229,22,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1230,22,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Alto Riesgo (501-600),Mediano (3K-5K)
1231,26,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1232,51,50+ (Senior),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,500 - 1000 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1233,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Sin propiedad conocida,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1234,25,18-25 (Joven),Masculino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Garante,Ninguno,Riesgo Medio (601-700),Micro (<1K)
1235,42,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,2,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1236,30,26-35 (Adulto Joven),Masculino,Soltero/a,Alta gerencia / Autónomo,Desempleado,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Tiendas,Alto Riesgo (501-600),Pequeño (1K-3K)
1237,23,18-25 (Joven),Masculino,Soltero/a,Desempleado / No calificado - No residente,Desempleado,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Muy Grande (>10K)
1238,61,50+ (Senior),Masculino,Divorciado/a,No calificado - Residente,>= 7 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1239,35,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1240,39,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Garante,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1241,29,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Micro (<1K)
1242,51,50+ (Senior),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1243,24,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Sin créditos / todos pagados,No,Sí,2,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1244,27,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1245,35,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,500 - 1000 DM,Todos créditos pagados en este banco,No,Sí,2,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1246,25,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1247,52,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Micro (<1K)
1248,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Alquiler,Sin propiedad conocida,Sin cuenta corriente,100 - 500 DM,Sin créditos / todos pagados,No,No,1,Ninguno,Banco,Alto Riesgo (501-600),Pequeño (1K-3K)
1249,26,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Bajo Riesgo (701-850),Pequeño (1K-3K)
1250,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,Desempleado,Alquiler,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Co-solicitante,Ninguno,Alto Riesgo (501-600),Micro (<1K)
1251,39,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),>= 1000 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Micro (<1K)
1252,46,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Auto u otros bienes,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Bajo Riesgo (701-850),Pequeño (1K-3K)
1253,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Garante,Banco,Bajo Riesgo (701-850),Pequeño (1K-3K)
1254,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,100 - 500 DM,Retraso en pagos pasados,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1255,24,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1256,27,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1257,35,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1258,29,26-35 (Adulto Joven),Masculino,Divorciado/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1259,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1260,57,50+ (Senior),Femenino,Casado/a,No calificado - Residente,Desempleado,Propia,Bienes raíces,Sin cuenta corriente,100 - 500 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1261,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1262,55,50+ (Senior),Femenino,Casado/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1263,36,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Grande (5K-10K)
1264,57,50+ (Senior),Femenino,Casado/a,No calificado - Residente,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Banco,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1265,32,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,No,2,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1266,37,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Ninguno,Riesgo Medio (601-700),Micro (<1K)
1267,36,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1268,38,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Tiendas,Alto Riesgo (501-600),Pequeño (1K-3K)
1269,45,36-50 (Adulto),Masculino,Divorciado/a,Alta gerencia / Autónomo,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,No,1,Ninguno,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1270,25,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Micro (<1K)
1271,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,No,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1272,37,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,4 - 7 años,Alquiler,Auto u otros bienes,Sin cuenta corriente,500 - 1000 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1273,36,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,Desempleado,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Todos créditos pagados en este banco,Sí,Sí,1,Co-solicitante,Ninguno,Alto Riesgo (501-600),Muy Grande (>10K)
1274,28,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1275,34,26-35 (Adulto Joven),Masculino,Divorciado/a,No calificado - Residente,< 1 año,Propia,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Muy Grande (>10K)
1276,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1277,26,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1278,49,36-50 (Adulto),Masculino,Divorciado/a,No calificado - Residente,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1279,32,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1280,29,26-35 (Adulto Joven),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Alquiler,Auto u otros bienes,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1281,23,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Alquiler,Sin propiedad conocida,Sin cuenta corriente,>= 1000 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Mediano (3K-5K)
1282,50,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1283,49,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,4 - 7 años,Propia,Auto u otros bienes,>= 200 DM (Buen balance),Sin cuenta de ahorro,Todos créditos pagados en este banco,No,Sí,1,Ninguno,Banco,Bajo Riesgo (701-850),Pequeño (1K-3K)
1284,63,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1285,37,36-50 (Adulto),Masculino,Divorciado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1286,35,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Muy Grande (>10K)
1287,26,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1288,31,26-35 (Adulto Joven),Masculino,Soltero/a,Alta gerencia / Autónomo,Desempleado,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),100 - 500 DM,Retraso en pagos pasados,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Grande (5K-10K)
1289,49,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Garante,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1290,48,36-50 (Adulto),Masculino,Casado/a,Empleado calificado,< 1 año,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Retraso en pagos pasados,No,Sí,1,Ninguno,Tiendas,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1291,26,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Sí,No,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1292,28,26-35 (Adulto Joven),Masculino,Casado/a,Alta gerencia / Autónomo,< 1 año,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1293,44,36-50 (Adulto),Femenino,Casado/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,2,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Grande (5K-10K)
1294,56,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,>= 200 DM (Buen balance),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1295,46,36-50 (Adulto),Masculino,Divorciado/a,Alta gerencia / Autónomo,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,No,Sí,2,Ninguno,Banco,Alto Riesgo (501-600),Grande (5K-10K)
1296,26,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1297,20,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1298,45,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,No,1,Co-solicitante,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1299,43,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1300,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),>= 1000 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1301,54,50+ (Senior),Femenino,Casado/a,Desempleado / No calificado - No residente,Desempleado,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Micro (<1K)
1302,42,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Sin créditos / todos pagados,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1303,37,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,>= 200 DM (Buen balance),Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,No,Sí,2,Ninguno,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1304,49,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Co-solicitante,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1305,44,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,500 - 1000 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Banco,Muy Alto Riesgo (300-500),Muy Grande (>10K)
1306,33,26-35 (Adulto Joven),Masculino,Divorciado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,>= 1000 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1307,24,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Alquiler,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Tiendas,Riesgo Medio (601-700),Mediano (3K-5K)
1308,33,26-35 (Adulto Joven),Masculino,Casado/a,No calificado - Residente,< 1 año,Propia,Sin propiedad conocida,< 0 DM (Sobregiro),100 - 500 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Micro (<1K)
1309,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1310,22,18-25 (Joven),Masculino,Casado/a,No calificado - Residente,1 - 4 años,Alquiler,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Micro (<1K)
1311,40,36-50 (Adulto),Masculino,Soltero/a,Desempleado / No calificado - No residente,Desempleado,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Banco,Alto Riesgo (501-600),Grande (5K-10K)
1312,25,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Tiendas,Riesgo Medio (601-700),Grande (5K-10K)
1313,26,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1314,25,18-25 (Joven),Masculino,Casado/a,No calificado - Residente,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Bajo Riesgo (701-850),Micro (<1K)
1315,29,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,>= 200 DM (Buen balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,No,2,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1316,31,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1317,38,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Garante,Ninguno,Riesgo Medio (601-700),Micro (<1K)
1318,48,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
